,0
"('Bounce Back', 'Congratulations', 'Swang', 'goosebumps')",0.0112
"('Congratulations', 'XO TOUR Llif3', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Rolex', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Congratulations', 'Mask Off', 'goosebumps')",0.0104
"('Bounce Back', 'XO TOUR Llif3', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Congratulations', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.012
"('Bounce Back', 'Chill Bill', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Swang', 'Tunnel Vision', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Caroline', 'Congratulations', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Congratulations', 'Mask Off', 'XO TOUR Llif3')",0.0104
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'Swang', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Congratulations', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Mask Off', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Caroline', 'Congratulations', 'goosebumps')",0.0104
"('Bounce Back', 'Congratulations', 'HUMBLE.', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Congratulations', 'Tunnel Vision', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Congratulations', 'HUMBLE.', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Congratulations', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0112
"('Congratulations', 'HUMBLE.', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Bounce Back', 'Congratulations', 'XO TOUR Llif3', 'goosebumps')",0.0136
"('Bounce Back', 'Chill Bill', 'Congratulations', 'Swang')",0.0104
"('Bounce Back', 'Mask Off', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Bounce Back', 'Congratulations', 'HUMBLE.', 'goosebumps')",0.012
"('Congratulations', 'Swang', 'XO TOUR Llif3', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Mask Off', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Congratulations', 'Swang', 'Tunnel Vision', 'XO TOUR Llif3')",0.0112
"('Congratulations', 'Swang', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0112
"('Congratulations', 'Swang', 'goosebumps', 'iSpy (feat. Lil Yachty)')",0.0104
"('Congratulations', 'Slippery (feat. Gucci Mane)', 'XO TOUR Llif3', 'goosebumps')",0.0104
"('Bounce Back', 'Congratulations', 'Swang', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Swang', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0104
"('Bounce Back', 'Congratulations', 'Swang', 'iSpy (feat. Lil Yachty)')",0.0112
"('Bounce Back', 'Congratulations', 'Swang', 'Tunnel Vision')",0.012
"('Bounce Back', 'Congratulations', 'Swang', 'Tunnel Vision', 'XO TOUR Llif3')",0.0104
"('Bounce Back', 'Congratulations', 'Swang', 'Tunnel Vision', 'iSpy (feat. Lil Yachty)')",0.0104
